
                     Bulletin Board Phone Book
                     (DOWNLOAD USING: BBS.TXT)
    Numbers that start with:   8 = Autovon  or  9 = Comm.
                NOT ALL NUMBERS HAVE BEEN VERIFIED.
          * = Good sources for programs and information.
    Name                                 Number        Comm

  1 ANG/CIC                             1-800-367-2172 1200 8-N-1
 37 LANS                                1-219-884-9508 1200 8-N-1

 38 MAC IN ARC LITTLE ROCK                 8,,731-7033 2400 8-N-1

*39 MAC SCTC SCOTT AFB (24 HRS)            8,,576-6510 2400 8-N-1

*40 MARINES QUANTICO VA                    8,,278-2374 2400 8-N-1

*41 MCLELLAN SCTC (24 HRS)                 8,,633-4019 2400 8-N-1

*42 MRYTLE BEACH BBS                       8,,748-4444 2400 8-N-1

*43 NACI NEW ORLEANS                    1-800-654-7608 1200 8-N-1

 44 NANCI WASHINGTON DC                    8,,335-1973 1200 8-N-1

 45 NARDAC LA NEW ORLEANS                  8,,363-6462 1200 8-N-1

*46 NARDAC1 NORFOLK VA                     8,,565-1121 2400 8-N-1

 47 NARDAC2 NORFOLK VA                     8,,565-1627 1200 8-N-1

*48 NAVAIRLANT NORFOLK VA                  8,,564-2359 2400 8-N-1

 49 NAVCRUITCOM WASHINGTON DC              8,,226-5186 1200 8-N-1

 50 NAVLEGSVC MAYPORT FL                   8,,960-5142 1200 8-N-1

*51 NAVSUBASE NEW LONDON CT                8,,241-4419 1200 8-N-1

*52 NAVSURFPAC1 SAN DIEGO                  8,,577-2250 1200 8-N-1

 53 NAVSURFPAC2 SAN DIEGO CA               8,,577-2249 1200 8-N-1

*54 NAVY WEAPON CENTER                     8,,288-6639 2400 8-N-1

 55 PACAF SP BBS (1700-0700)               8,,449-6884 2400 8-N-1
    (HAWAII) (24 hrs weekends/holidays)

 56 PC MAG                              1-212-696-0360 2400 8-N-1

 57 PDOS (ADMIN) GUNTER                    8,,446-5207 1200 8-N-1

 58 SCTC ROBINS AFB                        8,,468-7221 2400 8-N-1

 59 SPS EDWARDS AFB                        8,,527-9624 2400 8-N-1

*60 TAC SCTC (24 HRS)                      8,,574-3995 1200 8-N-1

 61 TAW ABILENE TX                         8,,461-3482 2400 8-N-1

*62 71 SPS VANCE AFB BBS (1700-0800 CST)   8,,962-7325 2400 8-N-1

 63 VAX NALC PAX RIVER (TCOMM)             8,,356-4489 1200 8-N-1

*64 ZENITH DATA SYSTEMS BBS             1-616-982-3503 1200 8-N-1

 65 DEF LOG AGENCY                         8,,850-2559 1200 8-N-1

*66 82 SPS/RBBS                            8,,474-6380 2400 8-N-1

*67 Security Police Automated System       8,,446-4633 2400 8-N-1
    (SPAS Software & Documentation)
    (System Advisory Notices) (DIREP's)





X-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-X

 Another file downloaded from:                               NIRVANAnet(tm)

 & the Temple of the Screaming Electron   Jeff Hunter          510-935-5845
 The Salted Slug                          Strange              408-454-9368
 Burn This Flag                           Zardoz               408-363-9766
 realitycheck                             Poindexter Fortran   510-527-1662
 Lies Unlimited                           Mick Freen           415-583-4102
 Tomorrow's 0rder of Magnitude            Finger_Man           415-961-9315
 My Dog Bit Jesus                         Suzanne D'Fault      510-658-8078
 New Dork Sublime                         Demented Pimiento    415-566-0126

   Specializing in conversations, obscure information, high explosives,
        arcane knowledge, political extremism, diverse sexuality,
       insane speculation, and wild rumours. ALL-TEXT BBS SYSTEMS.

  Full access for first-time callers.  We don't want to know who you are,
   where you live, or what your phone number is. We are not Big Brother.

                          "Raw Data for Raw Nerves"

X-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-X
