Fire Escape's BBS List of Local St. Louis Boards: DECEMBER 1990
************ ***************************** ********** ****** ******

PHONE #      NAME OF BBS                   SYSOP      BAUD # TYPE
============ ============================= ========== ====== ======
314-481-4821 4-Play                        [ NWRITER] [2400] [UC-B]
314-521-8471 MDC-RCC <Line 2>              [ MUELLER] [2400] [FIDO]
314-739-4296 Melvin's Hideaway                 [ ZOR] [2400] [SPIT]
314-773-6370 Memory Alpha                       [ ? ] [2400] [WWIV]
314-343-9736 Modem Madness                   [ ALLEN] [2400] [TLGD]
314-434-3373 Mr. Ed's Barn                  [ MR. ED] [2400] [WWIV]
314-256-7466 Mr. Wizard's Castle           [MR WIZAR] [2400] [WWIV]
800-468-3282 Musiclink 800-323-5201 auth#       [ ? ] [2400] [????]
800-541-0816 National Education Assoc.          [ ? ] [2400] [????]
314-997-3863 Nite Site                     [D.PHIBES] [2400] [KGBS]
314-947-7689 Nuntius Corp.                 [ JACKSON] [2400] [MAXI]
314-837-2840 Oasis                           [ NOMAD] [2400] [SHRA]
314-821-4957 Odyssey                       [McMANAMA] [2400] [SECS]
314-776-0061 Onenet multiline              [ BALTZER] [2400] [QTC2]
800-874-2937 Online with Hayes                  [ ? ] [2400] [????]
314-553-6475 Optometry Online <Line 1>     [DAVIDSON] [9600] [FIDO]
314-553-6068 Optometry Online <Line 2>     [DAVIDSON] [9600] [FIDO]
314-291-2488 Outer Zones,The               [ X-DROID] [2400] [CARI]
314-521-4621 Ovid's                           [ OVID] [2400] [GTPC]
314-391-4196 Partyline Multiline <Line 1>   [ SHORTY] [2400] [TBBS]
314-391-4198 Partyline Multiline <Line 2>       [ " ] [2400] [TBBS]
314-644-5632 Pegasus                       [ CHARITY] [1200] [C-64]
800-826-8855 People/Link                        [ ? ] [2400] [????]
314-576-2743 Personal Computer Rentals Lug [K.KAPLAN] [9600] [FIDO]
314-427-3712 Phantasm                      [TALL MAN] [2400] [WWIV]
314-521-9738 Pinball Palace                [P.WIZARD] [9600] [WWIV]
314-664-7101 Pub II,The                    [ BOUNCER] [9600] [FORM]
314-861-1232 Pyramid,The                   [M.T.PROP] [2400] [WWIV]
314-928-7262 Quikcom <5AM-Midnight>        [B. CLARK] [9600] [OPUS]
314-894-5623 RCET-NET                      [S. GEISS] [2400] [TBBS]
314-961-2246 Reach Out                     [J BAILEY] [14.4] [FIDO]
314-256-7019 Roger's Place                   [ ROGER] [2400] [OPUS]
314-838-1092 Rolla Link in Exile           [MIKE L. ] [1200] [MTAB]
314-752-0065 Sand Castle,The               [ SANDMAN] [2400] [WWIV]
314-522-6123 Saratoga                      [S.VOYAGR] [2400] [WWIV]
314-227-6885 Secret Oracles,The            [H. SMITH] [9600] [OPUS]
314-831-9039 Secret Society, The              [ GRIM] [1200] [WWIV]
314-997-6912 Show Me More Stacks           [TIM RAND] [2400] [OPUS]
314-367-1903 SLACC Stack                        [ ? ] [2400] [GLTC]
314-878-7614 SLUG-IBM <Nuntius Corp>       [M. OWENS] [2400] [MAXI]
314-894-0057 Softlogik                       [ GUMBY] [2400] [WWIV]
314-868-9911 Software Domain,The           [T. SMITH] [2400] [PCBD]
314-353-1096 Southside                     [S.COWBOY] [2400] [WWIV]
314-947-0895 St. Louis Christian           [ ASHBURN] [2400] [XBBS]
314-569-1032 St. Louis County Library           [ ? ] [2400] [????]
314-291-8653 St. Louis Heath Users Grp.    [ COALSON] [2400] [FIDO]
314-638-3041 St. Louis Shareware           [B DUCHEK] [2400] [WWIV]
314-771-7271 System IV Multiline                [ ? ] [2400] [OCOM]
314-961-8084 System's Plus                 [ HEITMAN] [2400] [B-PC]
314-771-6060 TARA Multiline                     [ ? ] [2400] [OCOM]
314-962-9810 Threadfall                    [DRAGON R] [2400] [WWIV]
314-225-2778 Throne, The                   [ BRITISH] [1200] [C-64]
314-423-4249 Tin Roof,The                    [ CHRIS] [1200] [WWIV]
314-521-6863 Tom's Hideaway                    [ TOM] [2400] [WCAT]
314-426-1046 Trading Post, The             [HILLBILL] [14.4] [CNET]
314-973-4073 Travel Online                 [R. BROWN] [9600] [PCBD]
314-434-1378 True Blue                     [McCLAREN] [9600] [PCBD]
800-358-2663 U.S. Global Seismology             [ ? ] [2400] [????]
314-428-2789 United Individual's Organiz.  [McCARTHY] [2400] [RACC]
314-256-3025 Unknown, The                       [ ? ] [1200] [????]
314-464-0123 Vanishing Point,The           [PROTECTO] [2400] [????]
314-869-7743 Vault, The                    [ MR. DOS] [14.4] [PGON]
314-256-7027 Velo                           [ ROCKIT] [2400] [RBBS]
314-831-7469 Wallstreet Raiders                 [ ? ] [2400] [OPUS]
800-544-1936 Wastewtr Treatmnt Info Exch.  [M. AITON] [2400] [RBBS]
314-741-2231 Weirdbase                     [B. HICKS] [2400] [OPUS]
314-427-4147 Wendi's Dungeon                 [ WENDI] [2400] [WWIV]
314-966-8894 Zark Park                        [ ZARK] [2400] [WWIV]
